"quadrat","project_year","year","month","species","count","cover","form","category","present","day"
"A2",1945,1945,9,"SPORO",8,0.06756508,"GRASS","Cover",1,20
"A2",1946,1947,2,"ARIST",1,0.0006725,"GRASS","",1,17
"A2",1946,1947,2,"BOER4",4,0.00388865,"GRASS","Cover",1,17
"A2",1946,1947,2,"SPORO",11,0.07624843,"GRASS","Cover",1,17
"A2",1947,1947,9,"BOER4",3,0.0038066,"GRASS","Cover",1,26
"A2",1947,1947,9,"SPORO",12,0.07402658,"GRASS","Cover",1,26
"A2",1949,1949,9,"ARIST",1,0.0082541,"GRASS","",1,1
"A2",1949,1949,9,"BOER4",1,0.00256225,"GRASS","Cover",1,1
"A2",1949,1949,9,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,1
"A2",1949,1949,9,"SPORO",6,0.04388012,"GRASS","Cover",1,1
"A2",1950,1950,11,"ARIST",1,0.0097088,"GRASS","",1,2
"A2",1950,1950,11,"BOER4",1,0.0039789,"GRASS","Cover",1,2
"A2",1950,1950,11,"SEBA3",2,5e-05,"FORB","PerennialForb",1,2
"A2",1950,1950,11,"SPORO",8,0.03699088,"GRASS","Cover",1,2
"A2",1951,1951,8,"ARIST",1,0.0063383,"GRASS","",1,24
"A2",1951,1951,8,"SEBA3",2,5e-05,"FORB","PerennialForb",1,24
"A2",1951,1951,8,"SPORO",6,0.03476249,"GRASS","Cover",1,24
"A2",1952,1952,9,"SEBA3",2,5e-05,"FORB","PerennialForb",1,18
"A2",1952,1952,9,"SPORO",2,0.0021815,"GRASS","Cover",1,18
"A2",1956,1956,8,"SPORO",1,0.0042773,"GRASS","Cover",1,17
"A2",1957,1957,8,NA,NA,NA,NA,NA,0,13
"A2",1958,1958,9,NA,NA,NA,NA,NA,0,25
"A2",1960,1960,8,NA,NA,NA,NA,NA,0,19
"A2",1961,1961,9,"SPORO",1,0.0032915,"GRASS","Cover",1,15
"A2",1965,1965,10,"SPORO",7,0.0330316,"GRASS","Cover",1,22
"A2",1966,1966,10,"SPORO",4,0.03263295,"GRASS","Cover",1,20
"A2",1968,1968,8,"PECTI",3,7.5e-05,"","",1,13
"A2",1968,1968,8,"SEBA3",3,7.5e-05,"FORB","PerennialForb",1,13
"A2",1968,1968,8,"SPORO",9,0.00596162,"GRASS","Cover",1,13
"A2",1971,1971,7,"SPORO",5,0.04090759,"GRASS","Cover",1,29
"A2",1972,1972,8,"DAPU7",1,0.0007849,"GRASS","Cover",1,14
"A2",1972,1972,8,"SPORO",4,0.0232031,"GRASS","Cover",1,14
"A2",1974,1974,7,NA,NA,NA,NA,NA,0,3
"A2",1976,1976,7,"DAPU7",4,0.00244689,"GRASS","Cover",1,28
"A2",1976,1976,7,"SEBA3",2,5e-05,"FORB","PerennialForb",1,28
"A2",1976,1976,7,"SPORO",2,0.01323741,"GRASS","Cover",1,28
"A2",1995,1995,10,"LESQU",1,2.5e-05,"","",1,18
"A2",1995,1995,10,"SELE6",1,5.9018170646e-05,"GRASS","Cover",1,18
"A2",1995,1995,10,"SPORO",1,2.5e-05,"GRASS","Cover",1,18
"A2",2001,2001,10,NA,NA,NA,NA,NA,0,25
"A2",2006,2006,11,"SELE6",1,0.000595895000536,"GRASS","Cover",1,8
"A2",2006,2006,11,"SPORO",36,0.569505025272103,"GRASS","Cover",1,8
"A2",2011,2011,11,"SELE6",3,0.00653102002765,"GRASS","Cover",1,30
"A2",2011,2011,11,"SPORO",18,0.011660930000306,"GRASS","Cover",1,30
"A2",2016,2016,11,"SELE6",13,0.005073619980054,"GRASS","Cover",1,15
"A2",2016,2016,11,"SPORO",5,0.003098774982788,"GRASS","Cover",1,15
"A3",1915,1915,10,"BOER4",14,0.02189515,"GRASS","Cover",1,13
"A3",1915,1915,10,"BOUTE",1,2.5e-05,"GRASS","",1,13
"A3",1915,1915,10,"ERIOG",2,5e-05,"","",1,13
"A3",1915,1915,10,"PECTI",1,2.5e-05,"","",1,13
"A3",1915,1915,10,"SEBA3",2,5e-05,"FORB","PerennialForb",1,13
"A3",1916,1916,9,"BOER4",9,0.02282175,"GRASS","Cover",1,8
"A3",1916,1916,9,"SEBA3",4,1e-04,"FORB","PerennialForb",1,8
"A3",1917,1917,9,"BOER4",6,0.008158,"GRASS","Cover",1,19
"A3",1917,1917,9,"PECTI",1,2.5e-05,"","",1,19
"A3",1918,1918,9,"BOER4",2,0.001516,"GRASS","Cover",1,23
"A3",1918,1918,9,"SEBA3",2,5e-05,"FORB","PerennialForb",1,23
"A3",1919,1919,10,"BOER4",3,0.000717,"GRASS","Cover",1,17
"A3",1920,1920,10,"BOER4",3,0.00113675,"GRASS","Cover",1,27
"A3",1920,1920,10,"ERIOG",2,5e-05,"","",1,27
"A3",1920,1920,10,"SEBA3",2,5e-05,"FORB","PerennialForb",1,27
"A3",1920,1920,10,"SPHAE",2,5e-05,"","",1,27
"A3",1921,1921,10,"BOER4",4,0.0013835,"GRASS","Cover",1,20
"A3",1921,1921,10,"SPHAE",1,2.5e-05,"","",1,20
"A3",1924,1924,10,NA,NA,NA,NA,NA,0,25
"A3",1925,1925,10,"BOUTE",5,0.000125,"GRASS","",1,21
"A3",1925,1925,10,"LESQU",12,3e-04,"","",1,21
"A3",1925,1925,10,"PECTI",1,2.5e-05,"","",1,21
"A3",1925,1925,10,"SEBA3",11,0.000275,"FORB","PerennialForb",1,21
"A3",1925,1925,10,"SPHAE",2,5e-05,"","",1,21
"A3",1925,1925,10,"SPORO",5,0.0009125,"GRASS","Cover",1,21
"A3",1926,1926,9,"ERIOG",5,0.000125,"","",1,15
"A3",1926,1926,9,"LESQU",20,5e-04,"","",1,15
"A3",1926,1926,9,"SEBA3",6,0.00015,"FORB","PerennialForb",1,15
"A3",1926,1926,9,"SPHAE",2,5e-05,"","",1,15
"A3",1926,1926,9,"SPORO",7,0.00396445,"GRASS","Cover",1,15
"A3",1927,1927,9,"LESQU",7,0.000175,"","",1,1
"A3",1927,1927,9,"SEBA3",6,0.00015,"FORB","PerennialForb",1,1
"A3",1927,1927,9,"SPORO",6,0.006189,"GRASS","Cover",1,1
"A3",1928,1928,9,"LESQU",4,1e-04,"","",1,18
"A3",1928,1928,9,"SEBA3",7,0.000175,"FORB","PerennialForb",1,18
"A3",1928,1928,9,"SPORO",6,0.0140869,"GRASS","Cover",1,18
"A3",1929,1929,9,"LESQU",4,1e-04,"","",1,25
"A3",1929,1929,9,"SEBA3",4,1e-04,"FORB","PerennialForb",1,25
"A3",1929,1929,9,"SPORO",6,0.0158629,"GRASS","Cover",1,25
"A3",1930,1930,8,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,29
"A3",1930,1930,8,"SEBA3",2,5e-05,"FORB","PerennialForb",1,29
"A3",1930,1930,8,"SPORO",3,0.00755155,"GRASS","Cover",1,29
"A3",1931,1931,9,"LESQU",1,2.5e-05,"","",1,28
"A3",1931,1931,9,"SEBA3",4,1e-04,"FORB","PerennialForb",1,28
"A3",1931,1931,9,"SPORO",7,0.00824535,"GRASS","Cover",1,28
"A3",1932,1932,9,"LESQU",1,2.5e-05,"","",1,28
"A3",1932,1932,9,"SEBA3",2,5e-05,"FORB","PerennialForb",1,28
"A3",1932,1932,9,"SPORO",6,0.0154378,"GRASS","Cover",1,28
"A3",1933,1933,10,"BOER4",1,0.000138,"GRASS","Cover",1,17
"A3",1933,1933,10,"LESQU",2,5e-05,"","",1,17
"A3",1933,1933,10,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,17
"A3",1933,1933,10,"SPORO",14,0.01213845,"GRASS","Cover",1,17
"A3",1934,1934,10,"SPORO",3,0.00395929,"GRASS","Cover",1,31
"A3",1935,1935,10,"BOUTE",1,2.5e-05,"GRASS","",1,9
"A3",1935,1935,10,"LESQU",13,0.000325,"","",1,9
"A3",1935,1935,10,"SPORO",10,0.00068769,"GRASS","Cover",1,9
"A3",1936,1936,10,"BOUTE",2,5e-05,"GRASS","",1,23
"A3",1936,1936,10,"EUPHO",4,1e-04,"","",1,23
"A3",1936,1936,10,"LESQU",3,7.5e-05,"","",1,23
"A3",1936,1936,10,"SPORO",14,0.00140475,"GRASS","Cover",1,23
"A3",1937,1937,10,"LESQU",2,5e-05,"","",1,15
"A3",1937,1937,10,"SPORO",5,0.00344415,"GRASS","Cover",1,15
"A3",1938,1938,9,"BOUTE",9,0.000225,"GRASS","",1,23
"A3",1938,1938,9,"SEBA3",3,7.5e-05,"FORB","PerennialForb",1,23
"A3",1938,1938,9,"SPORO",22,0.0134815,"GRASS","Cover",1,23
"A3",1939,1940,1,"SPORO",3,0.0112095,"GRASS","Cover",1,9
"A3",1940,1941,2,"SPORO",2,0.010896,"GRASS","Cover",1,11
"A3",1941,1942,1,"SPORO",3,0.01180415,"GRASS","Cover",1,8
"A3",1942,1942,10,"SPORO",4,0.025069,"GRASS","Cover",1,9
"A3",1943,1943,12,"SPORO",3,0.0249027,"GRASS","Cover",1,17
"A3",1944,1944,9,"SPORO",3,0.03685562,"GRASS","Cover",1,23
"A3",1945,1945,9,"SPORO",3,0.0416785,"GRASS","Cover",1,20
"A3",1946,1947,2,"SPORO",5,0.0564935,"GRASS","Cover",1,17
"A3",1947,1947,9,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,26
"A3",1947,1947,9,"SPORO",2,0.0472671,"GRASS","Cover",1,26
"A3",1949,1949,9,"SPORO",2,0.00512075,"GRASS","Cover",1,1
"A3",1950,1950,11,"BOUTE",4,1e-04,"GRASS","",1,2
"A3",1950,1950,11,"SEBA3",2,5e-05,"FORB","PerennialForb",1,2
"A3",1950,1950,11,"SPORO",1,0.003735,"GRASS","Cover",1,2
"A3",1951,1951,8,"SEBA3",2,5e-05,"FORB","PerennialForb",1,24
"A3",1952,1952,9,NA,NA,NA,NA,NA,0,18
"A3",1953,1953,9,NA,NA,NA,NA,NA,0,21
"A3",1955,1955,9,NA,NA,NA,NA,NA,0,22
"A3",1956,1956,8,NA,NA,NA,NA,NA,0,17
"A3",1958,1958,9,NA,NA,NA,NA,NA,0,25
"A3",1959,1959,9,NA,NA,NA,NA,NA,0,17
"A3",1960,1960,8,NA,NA,NA,NA,NA,0,19
"A3",1961,1961,9,NA,NA,NA,NA,NA,0,15
"A3",1965,1965,10,"SEBA3",3,7.5e-05,"FORB","PerennialForb",1,22
"A3",1966,1966,10,NA,NA,NA,NA,NA,0,20
"A3",1968,1968,8,"SEBA3",3,7.5e-05,"FORB","PerennialForb",1,13
"A3",1969,1969,9,"BOER4",1,0.0003375,"GRASS","Cover",1,11
"A3",1969,1969,9,"BOUTE",9,0.000225,"GRASS","",1,11
"A3",1969,1969,9,"EUPHO",7,0.000175,"","",1,11
"A3",1969,1969,9,"SEBA3",4,1e-04,"FORB","PerennialForb",1,11
"A3",1970,1970,8,"DAPU7",4,0.006002,"GRASS","Cover",1,17
"A3",1971,1971,7,"DAPU7",3,0.004583,"GRASS","Cover",1,29
"A3",1972,1972,8,"DAPU7",4,0.0214245,"GRASS","Cover",1,14
"A3",1972,1972,8,"SPORO",2,0.005114,"GRASS","Cover",1,14
"A3",1974,1974,6,"DAPU7",1,0.00437,"GRASS","Cover",1,28
"A3",1974,1974,6,"SEBA3",4,1e-04,"FORB","PerennialForb",1,28
"A3",1974,1974,6,"SPORO",1,0.0049185,"GRASS","Cover",1,28
"A3",1975,1975,8,"DAPU7",7,0.00875,"GRASS","Cover",1,5
"A3",1975,1975,8,"SPORO",1,0.016193,"GRASS","Cover",1,5
"A3",1976,1976,7,"DAPU7",6,0.007446,"GRASS","Cover",1,27
"A3",1976,1976,7,"SEBA3",3,7.5e-05,"FORB","PerennialForb",1,27
"A3",1976,1976,7,"SPORO",2,0.0080205,"GRASS","Cover",1,27
"A3",1977,1977,7,"DAPU7",7,0.01119525,"GRASS","Cover",1,21
"A3",1977,1977,7,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,21
"A3",1977,1977,7,"SPORO",2,0.0111085,"GRASS","Cover",1,21
"A3",1995,1995,10,"SPHAE",1,2.5e-05,"","",1,18
"A3",2001,2001,10,NA,NA,NA,NA,NA,0,25
"A3",2006,2006,11,"SEBA3",2,5e-05,"FORB","PerennialForb",1,8
"A3",2006,2006,11,"SPORO",28,0.004258985009195,"GRASS","Cover",1,8
"A3",2011,2011,11,"SPORO",11,0.03591999500769,"GRASS","Cover",1,30
"A3",2016,2016,11,"SEBA3",4,1e-04,"FORB","PerennialForb",1,15
"A3",2016,2016,11,"SPORO",10,0.001440274956859,"GRASS","Cover",1,15
"A4",1915,1915,10,"BOER4",51,0.0479256,"GRASS","Cover",1,13
"A4",1915,1915,10,"ERIOG",1,2.5e-05,"","",1,13
"A4",1915,1915,10,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,13
"A4",1916,1916,9,"BOER4",41,0.02640107,"GRASS","Cover",1,8
"A4",1917,1917,9,"BOER4",36,0.0200781,"GRASS","Cover",1,19
"A4",1917,1917,9,"BOUTE",6,0.00015,"GRASS","",1,19
"A4",1917,1917,9,"PECTI",1,2.5e-05,"","",1,19
"A4",1917,1917,9,"SEBA3",4,1e-04,"FORB","PerennialForb",1,19
"A4",1918,1918,9,"BOER4",17,0.0075624,"GRASS","Cover",1,23
"A4",1918,1918,9,"BOUTE",4,1e-04,"GRASS","",1,23
"A4",1918,1918,9,"EUPHO",1,2.5e-05,"","",1,23
"A4",1918,1918,9,"PECTI",7,0.000175,"","",1,23
"A4",1918,1918,9,"SEBA3",5,0.000125,"FORB","PerennialForb",1,23
"A4",1919,1919,10,"BOER4",41,0.01278922,"GRASS","Cover",1,17
"A4",1920,1920,10,"BOER4",48,0.0316852,"GRASS","Cover",1,27
"A4",1920,1920,10,"DANA",2,5e-05,"FORB","PerennialForb",1,27
"A4",1920,1920,10,"ERIOG",1,2.5e-05,"","",1,27
"A4",1920,1920,10,"EVNU",2,5e-05,"FORB","PerennialForb",1,27
"A4",1920,1920,10,"GAILL",1,2.5e-05,"","",1,27
"A4",1920,1920,10,"PSTA",1,2.5e-05,"FORB","PerennialForb",1,27
"A4",1920,1920,10,"SEBA3",3,7.5e-05,"FORB","PerennialForb",1,27
"A4",1921,1921,10,"BOER4",64,0.03958846,"GRASS","Cover",1,20
"A4",1921,1921,10,"DANA",1,2.5e-05,"FORB","PerennialForb",1,20
"A4",1921,1921,10,"EVNU",2,5e-05,"FORB","PerennialForb",1,20
"A4",1921,1921,10,"SEBA3",2,5e-05,"FORB","PerennialForb",1,20
"A4",1922,1922,10,"BOER4",25,0.01312576,"GRASS","Cover",1,17
"A4",1923,1923,10,"BOER4",13,0.00764172,"GRASS","Cover",1,25
"A4",1923,1923,10,"ERIOG",1,2.5e-05,"","",1,25
"A4",1923,1923,10,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,25
"A4",1923,1923,10,"LESQU",1,2.5e-05,"","",1,25
"A4",1923,1923,10,"SEBA3",5,0.000125,"FORB","PerennialForb",1,25
"A4",1923,1923,10,"SPORO",3,7.5e-05,"GRASS","Cover",1,25
"A4",1924,1924,10,"BOER4",9,0.0113832,"GRASS","Cover",1,26
"A4",1924,1924,10,"ERIOG",1,2.5e-05,"","",1,26
"A4",1924,1924,10,"LESQU",2,5e-05,"","",1,26
"A4",1924,1924,10,"SEBA3",5,0.000125,"FORB","PerennialForb",1,26
"A4",1924,1924,10,"SPORO",1,0.0002055,"GRASS","Cover",1,26
"A4",1925,1925,10,"BOER4",18,0.00849825,"GRASS","Cover",1,21
"A4",1925,1925,10,"BOUTE",16,4e-04,"GRASS","",1,21
"A4",1925,1925,10,"PECTI",2,5e-05,"","",1,21
"A4",1925,1925,10,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,21
"A4",1925,1925,10,"SPORO",1,0.0011099,"GRASS","Cover",1,21
"A4",1926,1926,9,"BOER4",22,0.0180846,"GRASS","Cover",1,15
"A4",1926,1926,9,"CHER2",1,2.5e-05,"FORB","PerennialForb",1,15
"A4",1926,1926,9,"PLANT",8,2e-04,"","",1,15
"A4",1926,1926,9,"SPORO",1,0.002027,"GRASS","Cover",1,15
"A4",1927,1927,9,"BOER4",18,0.01565945,"GRASS","Cover",1,1
"A4",1927,1927,9,"DANA",2,5e-05,"FORB","PerennialForb",1,1
"A4",1927,1927,9,"EUPHO",3,7.5e-05,"","",1,1
"A4",1927,1927,9,"SEBA3",3,7.5e-05,"FORB","PerennialForb",1,1
"A4",1927,1927,9,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,1
"A4",1927,1927,9,"SPORO",1,0.00735425,"GRASS","Cover",1,1
"A4",1928,1928,9,"BOER4",31,0.02804985,"GRASS","Cover",1,18
"A4",1928,1928,9,"EUPHO",1,2.5e-05,"","",1,18
"A4",1928,1928,9,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,18
"A4",1928,1928,9,"SPORO",1,0.009517,"GRASS","Cover",1,18
"A4",1929,1929,9,"BOER4",30,0.05605411,"GRASS","Cover",1,25
"A4",1929,1929,9,"CHER2",1,2.5e-05,"FORB","PerennialForb",1,25
"A4",1929,1929,9,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,25
"A4",1929,1929,9,"SPORO",1,0.007984,"GRASS","Cover",1,25
"A4",1930,1930,8,"BOER4",31,0.05204947,"GRASS","Cover",1,29
"A4",1930,1930,8,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,29
"A4",1930,1930,8,"SPORO",1,0.00028825,"GRASS","Cover",1,29
"A4",1931,1931,9,"BOER4",57,0.06579813,"GRASS","Cover",1,28
"A4",1931,1931,9,"EUPHO",1,2.5e-05,"","",1,28
"A4",1931,1931,9,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,28
"A4",1931,1931,9,"MEMU3",1,2.5e-05,"FORB","PerennialForb",1,28
"A4",1931,1931,9,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,28
"A4",1931,1931,9,"SPORO",1,0.0007194,"GRASS","Cover",1,28
"A4",1932,1932,9,"BOER4",72,0.07845311,"GRASS","Cover",1,28
"A4",1932,1932,9,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,28
"A4",1932,1932,9,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,28
"A4",1933,1933,10,"BOER4",60,0.08480775,"GRASS","Cover",1,17
"A4",1933,1933,10,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,17
"A4",1934,1934,10,"BOER4",28,0.0300666,"GRASS","Cover",1,31
"A4",1935,1935,10,"BOER4",11,0.00953775,"GRASS","Cover",1,9
"A4",1935,1935,10,"BOUTE",2,5e-05,"GRASS","",1,9
"A4",1935,1935,10,"EVNU",8,2e-04,"FORB","PerennialForb",1,9
"A4",1935,1935,10,"OENOT",8,2e-04,"","",1,9
"A4",1935,1935,10,"SPORO",24,0.000675,"GRASS","Cover",1,9
"A4",1936,1936,10,"BOER4",19,0.013736,"GRASS","Cover",1,23
"A4",1936,1936,10,"BOUTE",3,7.5e-05,"GRASS","",1,23
"A4",1936,1936,10,"EUPHO",39,0.000975,"","",1,23
"A4",1936,1936,10,"EVNU",4,1e-04,"FORB","PerennialForb",1,23
"A4",1936,1936,10,"SOEL",3,7.5e-05,"FORB","PerennialForb",1,23
"A4",1936,1936,10,"SPORO",25,0.0067703,"GRASS","Cover",1,23
"A4",1937,1937,10,"BOER4",17,0.024412,"GRASS","Cover",1,15
"A4",1937,1937,10,"BOUTE",1,2.5e-05,"GRASS","",1,15
"A4",1937,1937,10,"EUPHO",1,2.5e-05,"","",1,15
"A4",1937,1937,10,"EVNU",3,7.5e-05,"FORB","PerennialForb",1,15
"A4",1937,1937,10,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,15
"A4",1937,1937,10,"SOEL",2,5e-05,"FORB","PerennialForb",1,15
"A4",1937,1937,10,"SPORO",16,0.0380955,"GRASS","Cover",1,15
"A4",1938,1938,9,"ALIN",1,2.5e-05,"FORB","PerennialForb",1,23
"A4",1938,1938,9,"BOER4",25,0.01903179,"GRASS","Cover",1,23
"A4",1938,1938,9,"EUPHO",3,7.5e-05,"","",1,23
"A4",1938,1938,9,"PECTI",1,2.5e-05,"","",1,23
"A4",1938,1938,9,"SOEL",2,5e-05,"FORB","PerennialForb",1,23
"A4",1938,1938,9,"SPORO",12,0.0350915,"GRASS","Cover",1,23
"A4",1939,1940,1,"BOER4",32,0.03582257,"GRASS","Cover",1,9
"A4",1939,1940,1,"SPORO",13,0.0358355,"GRASS","Cover",1,9
"A4",1940,1941,2,"BOER4",58,0.05283481,"GRASS","Cover",1,11
"A4",1940,1941,2,"SPORO",11,0.05268714,"GRASS","Cover",1,11
"A4",1941,1942,1,"BOER4",45,0.06522045,"GRASS","Cover",1,8
"A4",1941,1942,1,"SPORO",23,0.0211215,"GRASS","Cover",1,8
"A4",1942,1942,10,"BOER4",54,0.08364624,"GRASS","Cover",1,9
"A4",1942,1942,10,"ERIOG",1,2.5e-05,"","",1,9
"A4",1942,1942,10,"SOEL",2,5e-05,"FORB","PerennialForb",1,9
"A4",1942,1942,10,"SPORO",19,0.0309505,"GRASS","Cover",1,9
"A4",1943,1943,12,"BOER4",62,0.1109705,"GRASS","Cover",1,17
"A4",1943,1943,12,"SPORO",19,0.0088205,"GRASS","Cover",1,17
"A4",1944,1944,9,"BOER4",57,0.12100132,"GRASS","Cover",1,23
"A4",1944,1944,9,"ERIOG",1,2.5e-05,"","",1,23
"A4",1944,1944,9,"SOEL",2,5e-05,"FORB","PerennialForb",1,23
"A4",1944,1944,9,"SPORO",13,0.0109939,"GRASS","Cover",1,23
"A4",1945,1945,9,"BOER4",52,0.169549,"GRASS","Cover",1,20
"A4",1945,1945,9,"ERIOG",3,7.5e-05,"","",1,20
"A4",1945,1945,9,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,20
"A4",1945,1945,9,"SPORO",9,0.01351,"GRASS","Cover",1,20
"A4",1946,1947,2,"BOER4",53,0.14714371,"GRASS","Cover",1,17
"A4",1946,1947,2,"SPORO",2,0.0025946,"GRASS","Cover",1,17
"A4",1947,1947,9,"BOER4",39,0.10473882,"GRASS","Cover",1,26
"A4",1947,1947,9,"ERIOG",1,2.5e-05,"","",1,26
"A4",1947,1947,9,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,26
"A4",1947,1947,9,"SPORO",1,0.000953,"GRASS","Cover",1,26
"A4",1949,1949,9,"BOER4",42,0.15749594,"GRASS","Cover",1,1
"A4",1949,1949,9,"SOEL",2,5e-05,"FORB","PerennialForb",1,1
"A4",1949,1949,9,"SPORO",1,0.0012372,"GRASS","Cover",1,1
"A4",1950,1950,11,"BOER4",30,0.077628,"GRASS","Cover",1,3
"A4",1950,1950,11,"ERIOG",1,2.5e-05,"","",1,3
"A4",1950,1950,11,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,3
"A4",1951,1951,8,"BOER4",33,0.057842,"GRASS","Cover",1,24
"A4",1951,1951,8,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,24
"A4",1952,1952,9,"BOER4",13,0.009409,"GRASS","Cover",1,18
"A4",1952,1952,9,"SOEL",2,5e-05,"FORB","PerennialForb",1,18
"A4",1956,1956,8,"BOER4",11,0.0293505,"GRASS","Cover",1,17
"A4",1956,1956,8,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,17
"A4",1957,1957,8,"BOER4",11,0.0329355,"GRASS","Cover",1,13
"A4",1957,1957,8,"SOEL",2,5e-05,"FORB","PerennialForb",1,13
"A4",1958,1958,9,"BOER4",26,0.06499166,"GRASS","Cover",1,25
"A4",1958,1958,9,"SOEL",3,7.5e-05,"FORB","PerennialForb",1,25
"A4",1958,1958,9,"TECO",1,2.5e-05,"FORB","PerennialForb",1,25
"A4",1959,1959,9,"BOER4",18,0.07634755,"GRASS","Cover",1,17
"A4",1959,1959,9,"SOEL",2,5e-05,"FORB","PerennialForb",1,17
"A4",1959,1959,9,"TECO",1,2.5e-05,"FORB","PerennialForb",1,17
"A4",1960,1960,8,"ALIN",1,2.5e-05,"FORB","PerennialForb",1,19
"A4",1960,1960,8,"BOER4",14,0.0701315,"GRASS","Cover",1,19
"A4",1960,1960,8,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,19
"A4",1961,1961,9,"BOER4",10,0.0629005,"GRASS","Cover",1,15
"A4",1961,1961,9,"PECTI",1,2.5e-05,"","",1,15
"A4",1961,1961,9,"SOEL",2,5e-05,"FORB","PerennialForb",1,15
"A4",1961,1961,9,"TECO",1,2.5e-05,"FORB","PerennialForb",1,15
"A4",1965,1965,10,"BOER4",12,0.0608255,"GRASS","Cover",1,22
"A4",1965,1965,10,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,22
"A4",1966,1966,10,"BOER4",15,0.06543046,"GRASS","Cover",1,20
"A4",1966,1966,10,"PECTI",4,1e-04,"","",1,20
"A4",1966,1966,10,"SOEL",3,7.5e-05,"FORB","PerennialForb",1,20
"A4",1968,1968,8,"BOER4",18,0.08382175,"GRASS","Cover",1,13
"A4",1968,1968,8,"PECTI",2,5e-05,"","",1,13
"A4",1968,1968,8,"SOEL",6,0.00015,"FORB","PerennialForb",1,13
"A4",1969,1969,9,"BOER4",13,0.03370355,"GRASS","Cover",1,11
"A4",1969,1969,9,"PECTI",27,0.000675,"","",1,11
"A4",1969,1969,9,"SOEL",2,5e-05,"FORB","PerennialForb",1,11
"A4",1970,1970,8,"BOER4",10,0.05979625,"GRASS","Cover",1,17
"A4",1970,1970,8,"SOEL",3,7.5e-05,"FORB","PerennialForb",1,17
"A4",1971,1971,7,"BOER4",5,0.038868,"GRASS","Cover",1,28
"A4",1971,1971,7,"SPORO",1,0.001115,"GRASS","Cover",1,28
"A4",1972,1972,8,"BOER4",6,0.0197548,"GRASS","Cover",1,8
"A4",1972,1972,8,"SPORO",3,0.0005795,"GRASS","Cover",1,8
"A4",1974,1974,6,"BOER4",4,0.072607,"GRASS","Cover",1,28
"A4",1974,1974,6,"SPORO",3,0.0074285,"GRASS","Cover",1,28
"A4",1975,1975,8,"BOER4",4,0.0785372,"GRASS","Cover",1,5
"A4",1975,1975,8,"SPORO",3,0.05484914,"GRASS","Cover",1,5
"A4",1977,1977,7,"BOER4",4,0.0673895,"GRASS","Cover",1,20
"A4",1977,1977,7,"SPORO",4,0.01189675,"GRASS","Cover",1,20
"A4",1995,1995,10,"BOER4",4,0.00028555001154,"GRASS","Cover",1,18
"A4",1995,1995,10,"LESQU",1,2.5e-05,"","",1,18
"A4",2001,2001,10,"LESQU",4,1e-04,"","",1,25
"A4",2006,2006,11,"LESQU",2,5e-05,"","",1,8
"A4",2006,2006,11,"SELE6",1,0.001832769986873,"GRASS","Cover",1,8
"A4",2006,2006,11,"SPORO",24,0.010960384953962,"GRASS","Cover",1,8
"A4",2011,2011,11,"SPORO",10,0.031753234997903,"GRASS","Cover",1,30
"A4",2016,2016,11,"LESQU",11,0.000275,"","",1,15
"A4",2016,2016,11,"MUAR",1,2.5e-05,"GRASS","Cover",1,15
"A4",2016,2016,11,"SPORO",3,7.5e-05,"GRASS","Cover",1,15
"A5",1915,1915,10,"BOER4",41,0.05011666,"GRASS","Cover",1,14
"A5",1915,1915,10,"SPORO",1,0.002796,"GRASS","Cover",1,14
"A5",1916,1916,9,"BOER4",48,0.04725496,"GRASS","Cover",1,8
"A5",1916,1916,9,"SPORO",1,0.004061,"GRASS","Cover",1,8
"A5",1917,1917,9,"BOER4",39,0.0453586,"GRASS","Cover",1,19
"A5",1917,1917,9,"SPORO",1,0.004251,"GRASS","Cover",1,19
"A5",1918,1918,9,"BOER4",24,0.02158075,"GRASS","Cover",1,23
"A5",1918,1918,9,"BOUTE",1,2.5e-05,"GRASS","",1,23
"A5",1919,1919,10,"BOER4",35,0.00947775,"GRASS","Cover",1,17
